mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc
S496,FC1=CC2=CC(F)=NC3=NC(=NC(=N1)N23)N(C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S497,FC1=CC2=CC(F)=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=C1C=CC=C2,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S498,ClC1=CC2=CC(Cl)=NC3=NC(=NC(=N1)N23)N(C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S499,ClC1=CC2=CC(Cl)=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=C1C=CC=C2,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S500,FC(F)(F)C1=CC(=C2N=C(N=C3N=C(N=C1N23)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12)C(F)(F)F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S501,CC1=CC=C2C(=C1)N(C1=CC(C)=CC=C21)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(C)=CC=C2C2=CC=C(C)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S502,CC1=CC=C2N(C3=CC=C(C)C=C3C2=C1)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C)C=C2C2=CC(C)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S503,CC1=C2N(C3=C(C)C=CC=C3C2=CC=C1)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=C(C)C=CC=C2C2=CC=CC(C)=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S504,CC1=C2C(=CC=C1)N(C1=CC=CC(C)=C21)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC=CC(C)=C2C2=C(C)C=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S505,FC1=CC=C2C(=C1)N(C1=CC(F)=CC=C21)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC(F)=CC=C2C2=CC=C(F)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S506,FC1=CC=C2N(C3=CC=C(F)C=C3C2=C1)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC=C(F)C=C2C2=CC(F)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S507,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(Cl)C=C2C2=CC(Cl)=CC=C12)N1C2=CC=C(Cl)C=C2C2=CC(Cl)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S508,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C12)N1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S509,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC(Cl)=CC=C2C2=CC=C(Cl)C=C12)N1C2=CC(Cl)=CC=C2C2=CC=C(Cl)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S510,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC(Br)=CC=C2C2=CC=C(Br)C=C12)N1C2=CC(Br)=CC=C2C2=CC=C(Br)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S511,FC1=C(F)C2=NC(=NC3=NC(=NC(N23)=C1F)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S512,CC1=CC=C2N(C3=CC=C(C)C=C3C2=C1)C1=NC2=NC(=NC3=C(F)C(F)=C(F)C(=N1)N23)N1C2=CC=C(C)C=C2C2=CC(C)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S513,FC1=C(F)C2=NC(=NC3=NC(=NC(N23)=C1F)N1C2=CC=C(Cl)C=C2C2=CC(Cl)=CC=C12)N1C2=CC=C(Cl)C=C2C2=CC(Cl)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S514,FC1=C(F)C2=NC(=NC3=NC(=NC(N23)=C1F)N1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C12)N1C2=CC=C(Br)C=C2C2=CC(Br)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S515,FC(F)(F)C1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S516,NC1=CC=C2C(=C1)N(C1=CC(N)=CC=C21)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC(N)=CC=C2C2=CC=C(N)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S517,NC1=CC=C2N(C3=CC=C(N)C=C3C2=C1)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC=C(N)C=C2C2=CC(N)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S518,OC1=CC=C2C(=C1)N(C1=CC(O)=CC=C21)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(O)=CC=C2C2=CC=C(O)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S519,OC1=CC=C2N(C3=CC=C(O)C=C3C2=C1)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(O)C=C2C2=CC(O)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S520,COC1=CC=C2C(=C1)N(C1=CC(OC)=CC=C21)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(OC)=CC=C2C2=CC=C(OC)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S521,COC1=CC=C2N(C3=CC=C(OC)C=C3C2=C1)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(OC)C=C2C2=CC(OC)=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S522,CC1=CC(C)=C2N(C3=C(C)C=C(C)C=C3C2=C1)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=C(C)C=C(C)C=C2C2=CC(C)=CC(C)=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S523,CC1=C(C)C=C2C(=C1)N(C1=CC(C)=C(C)C=C21)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(C)=C(C)C=C2C2=CC(C)=C(C)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S524,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)C#N)C#N)N1C2=CC=C(C=C2C2=CC(=CC=C12)C#N)C#N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S525,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)C#N)C#N)N1C2=CC(=CC=C2C2=CC=C(C=C12)C#N)C#N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S526,[O-][N+](=O)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)[N+]([O-])=O)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)[N+]([O-])=O)[N+]([O-])=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S527,[O-][N+](=O)C1=CC=C2N(C3=CC=C(C=C3C2=C1)[N+]([O-])=O)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)[N+]([O-])=O)[N+]([O-])=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S528,CC(C)(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)C(C)(C)C)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)C(C)(C)C)C(C)(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S529,CC(C)(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)C(C)(C)C)C1=NC2=NC(=NC3=CC(F)=CC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S530,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(F)(F)F)C(F)(F)F)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(F)(F)F)C(F)(F)F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S531,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC3=CC=CC=C3C=C2C2=CC3=C(C=CC=C3)C=C12)N1C2=CC3=CC=CC=C3C=C2C2=CC3=C(C=CC=C3)C=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S532,FC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=C(C3=C1C=CC1=C3C=CC=C1)C1=CC=CC=C1C=C2)N1C2=C(C3=C1C=CC1=C3C=CC=C1)C1=CC=CC=C1C=C2,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S533,FC1=C(C2=NC(=NC3=NC(=NC(N23)=C1C(F)(F)F)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12)C(F)(F)F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S534,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(O)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S535,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S536,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(S)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S537,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(O)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S538,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S539,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(S)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S540,COC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S541,COC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S542,CSC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S543,CSC1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S544,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(OC(C)=O)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S545,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(OC(C)=O)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S546,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(OC(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S547,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(SC(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S548,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(OC(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S549,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(SC(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S550,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(OC(=O)C(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S551,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(OC(=O)C(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S552,CN(C)C1=CC=C2C(=C1)N(C1=CC(=CC=C21)N(C)C)C1=NC2=CC(OS(=O)(=O)C(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC(=CC=C2C2=CC=C(C=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S553,CN(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)N(C)C)C1=NC2=CC(OS(=O)(=O)C(F)(F)F)=CC3=NC(=NC(=N1)N23)N1C2=CC=C(C=C2C2=CC(=CC=C12)N(C)C)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S554,CSC1=CC2=CC(SC)=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S555,O1C=CC2=C1C1=C3OC=CC3=NC3=NC=NC(=N2)N13,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S556,O1N=CC2=C3N4C(N=CN=C4N=C12)=NC1=C3C=NO1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S557,S1C=CC2=C1C1=C3SC=CC3=NC3=NC=NC(=N2)N13,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S558,S1N=CC2=C3N4C(N=CN=C4N=C12)=NC1=C3C=NS1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S559,C1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S560,S(C1=CC=CC=C1)C1=CC2=CC(SC3=CC=CC=C3)=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S561,CC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S562,NC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S563,OC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S564,FC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S565,ClC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S566,CC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(C)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S567,FC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(F)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S568,N#CC1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S569,[O-][N+](=O)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S570,FC(F)(F)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S571,[O-][N+](=O)C1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(C=C1)[N+]([O-])=O,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S572,C1=CN(C=C1)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S573,CC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C=CC=C1)C1=CC=C(C)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S574,FC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C=CC=C1)C1=CC=C(F)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S575,C1=CC=C(C=C1)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S576,CC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)C1=CC=C(C)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S577,FC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)C1=CC=C(F)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S578,NC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(N)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S579,OC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(O)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S580,COC1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(OC)C=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S581,CC1=CC(=CC(C)=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC(C)=CC(C)=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S582,CN(C)C1=CC=C(C=C1)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC=C(C=C1)N(C)C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S583,CC1=CC(=CC(C)=C1C)C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=CC(C)=C(C)C(C)=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S584,CC1=CC=C2C(=C1)N(C1=CC(C)=CC=C21)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S585,CC1=CC=C2N(C3=CC=C(C)C=C3C2=C1)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S586,NC1=CC=C2C(=C1)N(C1=CC(N)=CC=C21)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S587,NC1=CC=C2N(C3=CC=C(N)C=C3C2=C1)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S588,OC1=CC=C2C(=C1)N(C1=CC(O)=CC=C21)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S589,OC1=CC=C2N(C3=CC=C(O)C=C3C2=C1)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S590,FC1=CC=C2C(=C1)N(C1=CC(F)=CC=C21)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S591,FC1=CC=C2N(C3=CC=C(F)C=C3C2=C1)C1=NC2=NC(=CC3=CC(=NC(=N1)N23)C1=CC=CC=C1)C1=CC=CC=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S592,CC1=CC(=CC(C)=C1C)C1=CC2=CC(=NC3=NC(=NC(=N1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)C1=CC(C)=C(C)C(C)=C1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S593,C1=CC=C(C=C1)C1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S594,FC1=CC=C(C=C1)C1=CC2=NC(=NC3=NC(=NC(=C1)N23)N1C2=CC=CC=C2C2=CC=CC=C12)N1C2=CC=CC=C2C2=CC=CC=C12,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S595,FC1=C(F)C(F)=C(C2=CC3=NC(=NC4=NC(=NC(=C2)N34)N2C3=CC=CC=C3C3=CC=CC=C23)N2C3=CC=CC=C3C3=CC=CC=C23)C(F)=C1F,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
